time;Azymut:;Kąt Pitch:;Kąt Roll:
11.210;167.080;-12.017;7.507
11.215;167.797;-12.385;7.152
11.215;167.797;-12.385;7.152
11.230;168.803;-12.385;7.152
11.236;177.010;-11.762;4.179
11.236;177.010;-11.762;4.179
11.251;178.313;-11.762;4.179
11.256;178.405;-18.595;3.925
11.256;178.405;-18.595;3.925
11.271;177.341;-18.595;3.925
11.276;158.338;-22.845;8.124
11.276;158.338;-22.845;8.124
11.290;159.546;-22.845;8.124
11.299;147.389;-26.446;8.958
11.299;147.389;-26.446;8.958
11.310;152.638;-26.446;8.958
11.316;137.076;-30.163;9.232
11.316;137.076;-30.163;9.232
11.333;145.397;-30.163;9.232
11.336;159.605;-32.874;5.161
11.336;159.605;-32.874;5.161
11.351;159.581;-32.874;5.161
11.355;144.347;-34.772;5.562
11.356;144.347;-34.772;5.562
11.370;146.397;-34.772;5.562
11.376;101.089;-36.872;10.838
11.377;101.089;-36.872;10.838
11.391;115.004;-36.872;10.838
11.399;114.643;-34.414;21.118
11.400;114.643;-34.414;21.118
11.410;114.076;-34.414;21.118
11.416;123.485;-33.244;15.759
11.417;123.485;-33.244;15.759
11.433;125.507;-33.244;15.759
11.436;150.736;-32.983;7.397
11.436;150.736;-32.983;7.397
11.450;146.929;-32.983;7.397
11.455;163.676;-35.817;3.205
11.456;163.676;-35.817;3.205
11.470;161.655;-35.817;3.205
11.475;-92.273;-38.741;-1.167
11.475;-92.273;-38.741;-1.167
11.490;-95.459;-38.741;-1.167
11.499;-154.722;-33.876;-1.664
11.500;-154.722;-33.876;-1.664
11.510;-150.063;-33.876;-1.664
11.517;-161.902;-27.464;-3.002
11.517;-161.902;-27.464;-3.002
11.533;-159.654;-27.464;-3.002
11.535;-166.616;-26.698;-1.623
11.536;-166.616;-26.698;-1.623
11.550;-168.935;-26.698;-1.623
11.556;168.393;-26.215;3.773
11.556;168.393;-26.215;3.773
11.570;169.750;-26.215;3.773
11.576;160.381;-24.127;6.817
11.576;160.381;-24.127;6.817
11.590;158.414;-24.127;6.817
11.600;-177.849;-20.433;0.563
11.601;-177.849;-20.433;0.563
11.611;-177.788;-20.433;0.563
11.618;-178.197;-19.668;0.664
11.618;-178.197;-19.668;0.664
11.633;-177.279;-19.668;0.664
11.635;177.759;-18.400;2.260
11.636;177.759;-18.400;2.260
11.650;176.907;-18.400;2.260
11.656;-177.734;-17.481;0.540
11.656;-177.734;-17.481;0.540
11.670;-178.018;-17.481;0.540
11.676;-174.990;-14.455;-0.762
11.676;-174.990;-14.455;-0.762
11.690;-174.591;-14.455;-0.762
11.699;-164.595;-9.812;-6.119
11.700;-164.595;-9.812;-6.119
11.710;-164.782;-9.812;-6.119
11.717;-167.603;-6.284;-5.541
11.717;-167.603;-6.284;-5.541
11.733;-167.876;-6.284;-5.541
11.736;-173.947;-4.786;-2.408
11.736;-173.947;-4.786;-2.408
11.750;-174.016;-4.786;-2.408
11.755;-176.400;-5.989;-0.977
11.756;-176.400;-5.989;-0.977
11.770;-176.944;-5.989;-0.977
11.776;-178.967;-5.035;0.062
11.776;-178.967;-5.035;0.062
11.790;-179.103;-5.035;0.062
11.799;-173.402;-3.081;-3.254
11.800;-173.402;-3.081;-3.254
11.810;-173.755;-3.081;-3.254
11.816;-168.749;-3.574;-6.027
11.816;-168.749;-3.574;-6.027
11.834;-168.707;-3.574;-6.027
11.836;-169.732;-5.074;-5.185
11.836;-169.732;-5.074;-5.185
11.850;-170.717;-5.074;-5.185
11.856;-173.709;-7.622;-3.377
11.856;-173.709;-7.622;-3.377
11.870;-173.675;-7.622;-3.377
11.875;-174.906;-9.628;-2.658
11.876;-174.906;-9.628;-2.658
11.890;-176.014;-9.628;-2.658
11.900;-175.787;-10.838;-2.647
11.900;-175.787;-10.838;-2.647
11.910;-177.219;-10.838;-2.647
11.916;-172.579;-6.306;-4.782
11.917;-172.579;-6.306;-4.782
11.933;-173.080;-6.306;-4.782
11.935;-173.751;-2.485;-4.947
11.936;-173.751;-2.485;-4.947
11.950;-174.704;-2.485;-4.947
11.956;-172.854;-1.937;-5.870
11.956;-172.854;-1.937;-5.870
11.971;-173.442;-1.937;-5.870
11.976;-169.491;-3.585;-7.329
11.976;-169.491;-3.585;-7.329
11.990;-170.400;-3.585;-7.329
12.000;-174.354;-0.797;-5.975
12.000;-174.354;-0.797;-5.975
12.010;-174.380;-0.797;-5.975
12.017;-171.544;0.812;-7.463
12.018;-171.544;0.812;-7.463
12.034;-172.602;0.812;-7.463
12.036;-170.069;2.345;-8.870
12.036;-170.069;2.345;-8.870
12.050;-169.256;2.345;-8.870
12.056;-170.405;4.402;-8.674
12.056;-170.405;4.402;-8.674
12.070;-170.709;4.402;-8.674
12.075;-175.352;6.576;-6.627
12.075;-175.352;6.576;-6.627
12.090;-176.027;6.576;-6.627
12.102;-176.820;6.767;-6.238
12.102;-176.820;6.767;-6.238
12.121;-176.452;6.767;-6.238
12.126;-174.858;7.290;-7.067
12.127;-174.858;7.290;-7.067
12.132;-175.140;7.290;-7.067
12.145;-176.052;8.374;-6.689
12.145;-176.052;8.374;-6.689
12.150;-175.981;8.374;-6.689
12.165;-177.947;8.682;-5.700
12.165;-177.947;8.682;-5.700
12.169;-177.812;8.682;-5.700
12.185;178.892;6.897;-4.052
12.185;178.892;6.897;-4.052
12.189;179.601;6.897;-4.052
12.205;-179.652;6.314;-4.393
12.205;-179.652;6.314;-4.393
12.209;179.499;6.314;-4.393
12.226;-179.338;7.434;-4.931
12.226;-179.338;7.434;-4.931
12.233;-178.395;7.434;-4.931
12.246;-165.106;4.465;-10.362
12.246;-165.106;4.465;-10.362
12.252;-165.891;4.465;-10.362
12.267;-178.747;7.126;-5.093
12.267;-178.747;7.126;-5.093
12.270;-177.850;7.126;-5.093
12.286;-171.886;5.377;-7.506
12.287;-171.886;5.377;-7.506
12.290;-172.274;5.377;-7.506
12.306;179.955;7.586;-4.320
12.306;179.955;7.586;-4.320
12.310;-179.804;7.586;-4.320
12.326;177.871;9.982;-3.200
12.326;177.871;9.982;-3.200
12.335;177.515;9.982;-3.200
12.346;179.703;11.841;-4.268
12.347;179.703;11.841;-4.268
12.353;179.736;11.841;-4.268
12.368;-176.231;10.908;-6.268
12.368;-176.231;10.908;-6.268
12.370;-176.271;10.908;-6.268
12.386;-176.915;9.807;-5.894
12.386;-176.915;9.807;-5.894
12.390;-176.881;9.807;-5.894
12.406;-177.617;10.816;-5.588
12.406;-177.617;10.816;-5.588
12.410;-177.179;10.816;-5.588
12.426;-173.073;12.811;-7.828
12.426;-173.073;12.811;-7.828
12.435;-173.509;12.811;-7.828
12.446;-171.426;13.103;-8.982
12.446;-171.426;13.103;-8.982
12.452;-171.345;13.103;-8.982
12.467;-176.104;13.906;-6.489
12.468;-176.104;13.906;-6.489
12.470;-176.169;13.906;-6.489
12.486;-179.717;14.799;-4.565
12.486;-179.717;14.799;-4.565
12.490;-179.954;14.799;-4.565
12.506;-178.860;13.816;-5.161
12.506;-178.860;13.816;-5.161
12.510;-179.075;13.816;-5.161
12.525;-176.848;12.028;-6.284
12.526;-176.848;12.028;-6.284
12.535;-176.806;12.028;-6.284
12.546;-175.659;10.135;-6.740
12.546;-175.659;10.135;-6.740
12.552;-175.799;10.135;-6.740
12.567;-176.292;8.896;-6.429
12.568;-176.292;8.896;-6.429
12.570;-176.277;8.896;-6.429
12.586;-177.781;7.332;-5.688
12.586;-177.781;7.332;-5.688
12.590;-177.738;7.332;-5.688
12.606;-179.349;4.482;-4.973
12.606;-179.349;4.482;-4.973
12.610;-179.349;4.482;-4.973
12.626;-176.303;2.829;-6.016
12.626;-176.303;2.829;-6.016
12.634;-176.303;2.829;-6.016
12.645;-175.360;1.156;-6.211
12.646;-175.360;1.156;-6.211
12.650;-175.386;1.156;-6.211
12.666;-175.009;1.209;-6.338
12.667;-175.009;1.209;-6.338
12.670;-174.717;1.209;-6.338
12.685;-172.996;0.678;-6.836
12.685;-172.996;0.678;-6.836
12.690;-173.075;0.678;-6.836
12.705;-177.152;0.323;-5.517
12.705;-177.152;0.323;-5.517
12.709;-176.884;0.323;-5.517
12.726;174.552;-0.676;-2.912
12.726;174.552;-0.676;-2.912
12.735;175.361;-0.676;-2.912
12.746;171.011;-1.894;-1.653
12.746;171.011;-1.894;-1.653
12.751;172.684;-1.894;-1.653
12.767;169.407;-2.995;-0.655
12.768;169.407;-2.995;-0.655
12.770;171.919;-2.995;-0.655
12.786;176.917;-7.546;-2.828
12.786;176.917;-7.546;-2.828
12.790;176.672;-7.546;-2.828
12.806;-163.631;-13.369;-7.695
12.806;-163.631;-13.369;-7.695
12.810;-167.034;-13.369;-7.695
12.826;-170.217;-19.403;-5.624
12.826;-170.217;-19.403;-5.624
12.835;-169.765;-19.403;-5.624
12.846;165.725;-25.251;-2.209
12.846;165.725;-25.251;-2.209
12.852;167.409;-25.251;-2.209
12.868;172.788;-25.810;-2.962
12.868;172.788;-25.810;-2.962
12.870;176.049;-25.810;-2.962
12.886;-168.043;-26.305;-5.039
12.886;-168.043;-26.305;-5.039
12.890;-169.219;-26.305;-5.039
12.906;176.249;-24.911;-2.541
12.906;176.249;-24.911;-2.541
12.910;178.232;-24.911;-2.541
12.926;177.185;-21.413;-2.109
12.926;177.185;-21.413;-2.109
12.935;177.087;-21.413;-2.109
12.945;176.140;-20.612;-1.735
12.946;176.140;-20.612;-1.735
12.951;177.493;-20.612;-1.735
12.968;173.300;-22.127;-0.324
12.968;173.300;-22.127;-0.324
12.970;174.955;-22.127;-0.324
12.986;-176.494;-24.655;-3.444
12.986;-176.494;-24.655;-3.444
12.990;-176.744;-24.655;-3.444
13.006;170.790;-30.721;-0.268
13.006;170.790;-30.721;-0.268
13.010;174.160;-30.721;-0.268
13.026;150.272;-36.486;2.296
13.026;150.272;-36.486;2.296
13.035;152.187;-36.486;2.296
13.046;110.875;-41.097;3.506
13.047;110.875;-41.097;3.506
13.053;129.291;-41.097;3.506
13.068;-81.151;-43.913;-1.973
13.069;-81.151;-43.913;-1.973
13.070;171.555;-43.913;-1.973
13.086;-39.568;-46.843;-3.579
13.086;-39.568;-46.843;-3.579
13.090;-48.816;-46.843;-3.579
13.106;6.079;-48.245;-1.800
13.106;6.079;-48.245;-1.800
13.110;10.681;-48.245;-1.800
13.126;14.025;-48.612;-1.485
13.126;14.025;-48.612;-1.485
13.135;14.704;-48.612;-1.485
13.146;46.271;-47.222;-0.450
13.146;46.271;-47.222;-0.450
13.153;52.099;-47.222;-0.450
13.168;168.436;-44.602;-2.349
13.169;168.436;-44.602;-2.349
13.170;174.676;-44.602;-2.349
13.186;174.242;-43.901;-2.233
13.186;174.242;-43.901;-2.233
13.190;167.561;-43.901;-2.233
13.206;167.585;-41.367;-1.427
13.206;167.585;-41.367;-1.427
13.210;162.033;-41.367;-1.427
13.226;-174.839;-39.733;-4.022
13.226;-174.839;-39.733;-4.022
13.235;-173.749;-39.733;-4.022
13.246;174.552;-36.579;-2.232
13.246;174.552;-36.579;-2.232
13.251;173.449;-36.579;-2.232
13.268;-172.041;-35.840;-5.040
13.269;-172.041;-35.840;-5.040
13.270;-171.971;-35.840;-5.040
13.286;-169.785;-35.834;-5.421
13.286;-169.785;-35.834;-5.421
13.290;-165.425;-35.834;-5.421
13.306;173.344;-33.019;-1.890
13.306;173.344;-33.019;-1.890
13.310;171.144;-33.019;-1.890
13.326;178.938;-31.264;-3.531
13.326;178.938;-31.264;-3.531
13.330;177.833;-31.264;-3.531
13.346;-173.978;-28.854;-5.729
13.346;-173.978;-28.854;-5.729
13.352;-173.031;-28.854;-5.729
13.369;-167.571;-26.026;-8.107
13.370;-167.571;-26.026;-8.107
13.370;-165.958;-26.026;-8.107
13.386;-178.098;-23.080;-4.266
13.386;-178.098;-23.080;-4.266
13.390;-177.589;-23.080;-4.266
13.406;173.765;-18.805;-0.559
13.406;173.765;-18.805;-0.559
13.410;173.176;-18.805;-0.559
13.426;174.849;-16.201;-1.012
13.426;174.849;-16.201;-1.012
13.430;174.879;-16.201;-1.012
13.447;-176.849;-15.813;-5.048
13.447;-176.849;-15.813;-5.048
13.453;-177.232;-15.813;-5.048
13.467;-174.438;-14.219;-6.525
13.467;-174.438;-14.219;-6.525
13.470;-174.380;-14.219;-6.525
13.485;-177.779;-11.524;-5.029
13.486;-177.779;-11.524;-5.029
13.490;-177.831;-11.524;-5.029
13.505;-178.836;-9.151;-4.591
13.505;-178.836;-9.151;-4.591
13.510;-179.309;-9.151;-4.591
13.525;176.492;-5.068;-2.257
13.525;176.492;-5.068;-2.257
13.530;176.717;-5.068;-2.257
13.545;177.693;1.328;-2.516
13.545;177.693;1.328;-2.516
13.550;178.105;1.328;-2.516
13.568;-172.174;3.499;-8.938
13.569;-172.174;3.499;-8.938
13.570;-171.158;3.499;-8.938
13.585;-170.107;4.729;-9.819
13.586;-170.107;4.729;-9.819
13.590;-169.815;4.729;-9.819
13.605;-175.724;2.456;-5.800
13.606;-175.724;2.456;-5.800
13.610;-175.502;2.456;-5.800
13.625;175.003;-5.060;-0.927
13.626;175.003;-5.060;-0.927
13.630;175.665;-5.060;-0.927
13.645;177.686;-11.860;-2.131
13.646;177.686;-11.860;-2.131
13.652;176.978;-11.860;-2.131
13.668;173.091;-14.286;-1.275
13.669;173.091;-14.286;-1.275
13.670;172.486;-14.286;-1.275
13.686;173.561;-14.534;-1.566
13.686;173.561;-14.534;-1.566
13.690;173.190;-14.534;-1.566
13.733;178.923;-5.189;-2.737
13.733;178.923;-5.189;-2.737
13.734;178.208;-5.189;-2.737
13.735;-175.449;-1.515;-5.527
13.735;-175.449;-1.515;-5.527
13.735;-174.811;-1.515;-5.527
13.745;-177.378;2.209;-4.568
13.746;-177.378;2.209;-4.568
13.751;-177.641;2.209;-4.568
13.768;176.292;4.607;-1.459
13.768;176.292;4.607;-1.459
13.770;176.326;4.607;-1.459
13.785;175.626;5.924;-1.013
13.786;175.626;5.924;-1.013
13.790;175.054;5.924;-1.013
13.805;-178.896;6.640;-4.204
13.805;-178.896;6.640;-4.204
13.810;-179.123;6.640;-4.204
13.826;-174.113;6.642;-6.765
13.826;-174.113;6.642;-6.765
13.830;-174.473;6.642;-6.765
13.846;-174.232;5.359;-6.764
13.847;-174.232;5.359;-6.764
13.852;-173.302;5.359;-6.764
13.870;-173.634;5.472;-6.621
13.871;-173.634;5.472;-6.621
13.871;-173.965;5.472;-6.621
13.886;-176.029;6.296;-5.728
13.886;-176.029;6.296;-5.728
13.890;-175.605;6.296;-5.728
13.906;-174.413;8.460;-6.484
13.906;-174.413;8.460;-6.484
13.910;-175.202;8.460;-6.484
13.926;-175.243;8.131;-6.437
13.926;-175.243;8.131;-6.437
13.930;-174.935;8.131;-6.437
13.946;-175.797;7.377;-5.952
13.946;-175.797;7.377;-5.952
13.953;-175.915;7.377;-5.952
13.971;-176.835;6.459;-5.465
13.972;-176.835;6.459;-5.465
13.972;-176.209;6.459;-5.465
13.986;-175.944;6.297;-5.575
13.986;-175.944;6.297;-5.575
13.990;-175.464;6.297;-5.575
14.006;-176.607;7.388;-5.124
14.007;-176.607;7.388;-5.124
14.010;-176.417;7.388;-5.124
14.026;-177.888;8.497;-4.480
14.026;-177.888;8.497;-4.480
14.030;-178.068;8.497;-4.480
14.046;-176.829;8.620;-5.077
14.046;-176.829;8.620;-5.077
14.053;-176.578;8.620;-5.077
14.070;-176.196;8.387;-5.245
14.071;-176.196;8.387;-5.245
14.071;-175.896;8.387;-5.245
14.087;-178.260;7.545;-4.120
14.087;-178.260;7.545;-4.120
14.091;-178.147;7.545;-4.120
14.112;-179.163;6.767;-3.647
14.113;-179.163;6.767;-3.647
14.114;-179.539;6.767;-3.647
14.125;-178.775;5.978;-3.970
14.126;-178.775;5.978;-3.970
14.130;-178.136;5.978;-3.970
14.145;-175.775;5.672;-4.949
14.146;-175.775;5.672;-4.949
14.152;-176.614;5.672;-4.949
14.168;-177.749;5.834;-4.475
14.170;-177.749;5.834;-4.475
14.170;-177.912;5.834;-4.475
14.185;-177.063;6.348;-4.863
14.185;-177.063;6.348;-4.863
14.189;-176.842;6.348;-4.863
14.205;-175.478;6.602;-5.480
14.205;-175.478;6.602;-5.480
14.210;-175.469;6.602;-5.480
14.225;-175.958;6.332;-5.249
14.225;-175.958;6.332;-5.249
14.229;-175.726;6.332;-5.249
14.245;-178.546;5.448;-4.010
14.246;-178.546;5.448;-4.010
14.252;-178.819;5.448;-4.010
14.269;179.275;5.067;-3.218
14.270;179.275;5.067;-3.218
14.270;179.314;5.067;-3.218
14.287;178.500;4.503;-2.901
14.287;178.500;4.503;-2.901
14.290;178.224;4.503;-2.901
14.306;-179.775;3.927;-3.682
14.306;-179.775;3.927;-3.682
14.310;-179.754;3.927;-3.682
14.326;-179.026;3.532;-3.950
14.326;-179.026;3.532;-3.950
14.330;-178.997;3.532;-3.950
14.346;-176.608;4.385;-4.876
14.346;-176.608;4.385;-4.876
14.353;-176.553;4.385;-4.876
14.371;-175.182;5.006;-5.445
14.371;-175.182;5.006;-5.445
14.372;-175.429;5.006;-5.445
14.387;-174.709;6.238;-5.835
14.387;-174.709;6.238;-5.835
14.390;-174.661;6.238;-5.835
14.406;-177.099;8.416;-4.955
14.406;-177.099;8.416;-4.955
14.410;-177.080;8.416;-4.955
14.426;-178.933;9.732;-4.165
14.426;-178.933;9.732;-4.165
14.430;-178.929;9.732;-4.165
14.445;179.499;9.961;-3.443
14.446;179.499;9.961;-3.443
14.453;179.513;9.961;-3.443
14.471;-172.274;8.236;-7.031
14.471;-172.274;8.236;-7.031
14.472;-172.299;8.236;-7.031
14.487;-169.914;5.719;-7.662
14.487;-169.914;5.719;-7.662
14.491;-169.914;5.719;-7.662
14.506;-172.543;5.416;-6.570
14.506;-172.543;5.416;-6.570
14.510;-172.578;5.416;-6.570
14.526;-173.853;3.950;-5.914
14.526;-173.853;3.950;-5.914
14.530;-173.911;3.950;-5.914
14.546;-175.246;3.620;-5.396
14.546;-175.246;3.620;-5.396
14.553;-175.270;3.620;-5.396
14.571;-168.883;1.435;-7.331
14.571;-168.883;1.435;-7.331
14.572;-169.004;1.435;-7.331
14.587;-170.440;0.371;-6.666
14.587;-170.440;0.371;-6.666
14.590;-170.642;0.371;-6.666
14.606;176.460;1.476;-2.503
14.606;176.460;1.476;-2.503
14.610;176.503;1.476;-2.503
14.626;-179.497;-3.714;-3.820
14.626;-179.497;-3.714;-3.820
14.630;-178.978;-3.714;-3.820
14.645;174.237;-7.504;-2.385
14.646;174.237;-7.504;-2.385
14.654;175.707;-7.504;-2.385
14.665;157.684;-5.483;3.265
14.666;157.684;-5.483;3.265
14.671;159.950;-5.483;3.265
14.686;166.992;-8.667;0.016
14.687;166.992;-8.667;0.016
14.690;169.497;-8.667;0.016
14.706;-165.515;-12.959;-6.610
14.706;-165.515;-12.959;-6.610
14.710;-168.814;-12.959;-6.610
14.725;-179.441;-12.672;-3.714
14.726;-179.441;-12.672;-3.714
14.730;-179.264;-12.672;-3.714
14.746;170.887;-14.545;-0.799
14.746;170.887;-14.545;-0.799
14.753;170.777;-14.545;-0.799
14.766;-175.444;-20.572;-4.479
14.766;-175.444;-20.572;-4.479
14.772;-175.882;-20.572;-4.479
14.787;-156.593;-23.294;-7.736
14.787;-156.593;-23.294;-7.736
14.790;-163.848;-23.294;-7.736
14.806;-166.591;-23.608;-7.022
14.806;-166.591;-23.608;-7.022
14.810;-170.495;-23.608;-7.022
14.826;-170.636;-23.862;-6.932
14.826;-170.636;-23.862;-6.932
14.830;-173.978;-23.862;-6.932
14.846;-177.050;-19.104;-6.309
14.846;-177.050;-19.104;-6.309
14.854;-176.857;-19.104;-6.309
14.866;172.583;-18.896;-1.768
14.866;172.583;-18.896;-1.768
14.872;172.589;-18.896;-1.768
14.887;173.547;-19.463;-2.292
14.888;173.547;-19.463;-2.292
14.890;172.367;-19.463;-2.292
14.906;176.827;-21.063;-4.606
14.906;176.827;-21.063;-4.606
14.910;178.319;-21.063;-4.606
14.926;175.382;-26.621;-3.796
14.926;175.382;-26.621;-3.796
14.930;175.287;-26.621;-3.796
14.946;165.204;-29.847;-0.860
14.946;165.204;-29.847;-0.860
14.954;165.228;-29.847;-0.860
14.971;172.726;-31.387;-3.798
14.972;172.726;-31.387;-3.798
14.972;173.193;-31.387;-3.798
14.988;-178.738;-37.204;-6.354
14.988;-178.738;-37.204;-6.354
14.990;-178.747;-37.204;-6.354
15.006;-167.767;-37.185;-9.041
15.006;-167.767;-37.185;-9.041
15.010;-169.191;-37.185;-9.041
15.026;-149.485;-41.547;-11.141
15.026;-149.485;-41.547;-11.141
15.030;-159.318;-41.547;-11.141
15.046;179.164;-40.388;-7.114
15.046;179.164;-40.388;-7.114
15.055;-175.185;-40.388;-7.114
15.066;160.526;-39.944;-1.431
15.066;160.526;-39.944;-1.431
15.072;160.293;-39.944;-1.431
15.087;164.225;-42.434;-3.598
15.087;164.225;-42.434;-3.598
15.090;165.489;-42.434;-3.598
15.106;166.497;-47.210;-5.586
15.107;166.497;-47.210;-5.586
15.110;176.319;-47.210;-5.586
15.126;-113.042;-50.013;-7.411
15.126;-113.042;-50.013;-7.411
15.130;-168.814;-50.013;-7.411
15.146;-169.592;-48.697;-7.763
15.146;-169.592;-48.697;-7.763
15.154;-168.016;-48.697;-7.763
15.166;-80.950;-51.333;-8.454
15.166;-80.950;-51.333;-8.454
15.172;-99.652;-51.333;-8.454
15.187;-69.103;-51.955;-8.963
15.188;-69.103;-51.955;-8.963
15.190;-86.018;-51.955;-8.963
15.206;-108.270;-50.049;-18.765
15.206;-108.270;-50.049;-18.765
15.210;-107.535;-50.049;-18.765
15.226;-120.869;-49.803;-12.812
15.226;-120.869;-49.803;-12.812
15.230;-119.017;-49.803;-12.812
15.246;94.851;-51.423;-6.921
15.246;94.851;-51.423;-6.921
15.255;80.477;-51.423;-6.921
15.271;-94.491;-51.198;-11.031
15.272;-94.491;-51.198;-11.031
15.272;-85.504;-51.198;-11.031
15.288;-122.847;-49.143;-12.688
15.289;-122.847;-49.143;-12.688
15.290;-115.501;-49.143;-12.688
15.306;-126.307;-47.242;-15.279
15.306;-126.307;-47.242;-15.279
15.310;-120.264;-47.242;-15.279
15.326;-153.514;-44.973;-11.899
15.326;-153.514;-44.973;-11.899
15.330;-145.590;-44.973;-11.899
15.346;-168.010;-40.456;-10.583
15.346;-168.010;-40.456;-10.583
15.354;-167.605;-40.456;-10.583
15.374;-174.252;-37.058;-9.685
15.375;-174.252;-37.058;-9.685
15.375;-172.878;-37.058;-9.685
15.385;179.995;-34.521;-7.668
15.386;179.995;-34.521;-7.668
15.395;179.250;-34.521;-7.668
15.409;-171.496;-32.973;-11.244
15.409;-171.496;-32.973;-11.244
15.410;-170.771;-32.973;-11.244
15.425;-173.380;-29.807;-10.775
15.425;-173.380;-29.807;-10.775
15.430;-173.228;-29.807;-10.775
15.445;177.566;-26.991;-6.543
15.446;177.566;-26.991;-6.543
15.453;177.717;-26.991;-6.543
15.465;174.630;-25.978;-4.823
15.466;174.630;-25.978;-4.823
15.470;174.068;-25.978;-4.823
15.486;178.323;-24.786;-6.983
15.486;178.323;-24.786;-6.983
15.490;177.782;-24.786;-6.983
15.506;-176.705;-21.204;-10.046
15.506;-176.705;-21.204;-10.046
15.510;-175.584;-21.204;-10.046
15.526;-178.263;-17.687;-8.811
15.526;-178.263;-17.687;-8.811
15.530;-178.688;-17.687;-8.811
15.546;-175.055;-17.218;-10.738
15.546;-175.055;-17.218;-10.738
15.555;-175.872;-17.218;-10.738
15.566;-173.878;-17.460;-11.662
15.567;-173.878;-17.460;-11.662
15.572;-171.310;-17.460;-11.662
15.588;-174.344;-14.214;-10.783
15.588;-174.344;-14.214;-10.783
15.590;-174.372;-14.214;-10.783
15.606;-177.951;-7.313;-9.434
15.606;-177.951;-7.313;-9.434
15.610;-177.030;-7.313;-9.434
15.626;-179.510;0.655;-8.158
15.626;-179.510;0.655;-8.158
15.630;-178.749;0.655;-8.158
15.646;179.387;8.315;-6.829
15.646;179.387;8.315;-6.829
15.654;179.080;8.315;-6.829
15.666;-179.828;6.686;-7.674
15.667;-179.828;6.686;-7.674
15.673;-179.535;6.686;-7.674
15.688;-178.001;0.200;-8.572
15.689;-178.001;0.200;-8.572
15.690;-177.026;0.200;-8.572
15.706;-179.826;-6.238;-6.866
15.706;-179.826;-6.238;-6.866
15.710;-178.900;-6.238;-6.866
15.726;175.834;-10.900;-4.781
15.727;175.834;-10.900;-4.781
15.730;175.607;-10.900;-4.781
15.746;175.204;-13.995;-4.913
15.746;175.204;-13.995;-4.913
15.750;175.387;-13.995;-4.913
15.766;175.485;-11.391;-4.717
15.767;175.485;-11.391;-4.717
15.771;175.456;-11.391;-4.717
15.788;-179.076;-7.704;-6.677
15.788;-179.076;-7.704;-6.677
15.790;-177.026;-7.704;-6.677
15.806;-165.292;-5.354;-12.198
15.806;-165.292;-5.354;-12.198
15.810;-164.239;-5.354;-12.198
15.826;-165.039;-3.038;-12.476
15.827;-165.039;-3.038;-12.476
15.830;-163.025;-3.038;-12.476
15.846;179.254;-1.835;-4.416
15.846;179.254;-1.835;-4.416
15.855;179.223;-1.835;-4.416
15.866;175.646;0.300;-2.648
15.867;175.646;0.300;-2.648
15.872;175.403;0.300;-2.648
15.888;177.055;-0.162;-3.408
15.889;177.055;-0.162;-3.408
15.890;177.685;-0.162;-3.408
15.906;172.737;0.748;-1.165
15.906;172.737;0.748;-1.165
15.910;173.197;0.748;-1.165
15.926;168.202;2.295;1.505
15.926;168.202;2.295;1.505
15.930;167.537;2.295;1.505
15.946;-179.271;2.020;-4.581
15.946;-179.271;2.020;-4.581
15.950;179.459;2.020;-4.581
15.966;-172.645;3.336;-8.206
15.966;-172.645;3.336;-8.206
15.972;-171.594;3.336;-8.206
15.989;-174.982;5.782;-6.885
15.989;-174.982;5.782;-6.885
15.990;-174.050;5.782;-6.885
16.006;175.168;6.890;-1.675
16.006;175.168;6.890;-1.675
16.010;174.721;6.890;-1.675
16.026;173.864;7.383;-1.207
16.026;173.864;7.383;-1.207
16.030;174.252;7.383;-1.207
16.046;-177.898;6.408;-5.036
16.046;-177.898;6.408;-5.036
16.050;-177.623;6.408;-5.036
16.066;-178.620;5.448;-4.541
16.067;-178.620;5.448;-4.541
16.072;-179.132;5.448;-4.541
16.088;178.507;4.159;-3.512
16.088;178.507;4.159;-3.512
16.090;179.104;4.159;-3.512
16.117;179.066;4.159;-3.512
16.122;178.160;3.682;-3.141
16.123;178.160;3.682;-3.141
16.126;178.434;3.770;-3.253
16.126;178.434;3.770;-3.253
16.138;178.791;3.770;-3.253
16.146;179.420;5.021;-3.500
16.146;179.420;5.021;-3.500
16.165;-177.395;4.342;-4.854
16.165;-177.395;4.342;-4.854
16.170;-177.637;4.342;-4.854
16.186;-177.566;3.422;-4.846
16.187;-177.566;3.422;-4.846
16.189;-177.860;3.422;-4.846
16.205;-179.378;4.452;-4.245
16.205;-179.378;4.452;-4.245
16.209;-179.493;4.452;-4.245
16.226;-177.964;5.151;-4.917
16.226;-177.964;5.151;-4.917
16.230;-177.874;5.151;-4.917
16.245;-176.342;5.564;-5.583
16.246;-176.342;5.564;-5.583
16.250;-176.229;5.564;-5.583
16.266;-176.686;6.314;-5.431
16.266;-176.686;6.314;-5.431
16.272;-176.542;6.314;-5.431
16.289;-175.153;6.823;-6.084
16.289;-175.153;6.823;-6.084
16.290;-175.175;6.823;-6.084
16.306;-173.097;6.689;-6.995
16.306;-173.097;6.689;-6.995
16.310;-173.068;6.689;-6.995
16.326;-174.142;8.375;-6.689
16.326;-174.142;8.375;-6.689
16.330;-174.062;8.375;-6.689
16.346;-174.708;7.386;-6.298
16.346;-174.708;7.386;-6.298
16.350;-174.823;7.386;-6.298
