time;Azymut:;Kąt Pitch:;Kąt Roll:
12.268;174.962;-3.969;2.049
12.287;176.336;1.240;1.851
12.287;176.336;1.240;1.851
12.289;176.017;1.240;1.851
12.307;177.560;5.780;1.357
12.308;177.560;5.780;1.357
12.315;177.173;5.780;1.357
12.330;176.606;8.950;1.817
12.330;176.606;8.950;1.817
12.330;176.027;8.950;1.817
12.347;-178.469;10.281;-1.062
12.347;-178.469;10.281;-1.062
12.349;-179.317;10.281;-1.062
12.366;178.912;10.549;-0.118
12.367;178.912;10.549;-0.118
12.369;179.268;10.549;-0.118
12.387;176.144;10.257;1.434
12.387;176.144;10.257;1.434
12.389;174.812;10.257;1.434
12.407;177.050;9.578;0.324
12.408;177.050;9.578;0.324
12.413;177.336;9.578;0.324
12.429;179.795;9.635;-0.793
12.429;179.795;9.635;-0.793
12.430;179.946;9.635;-0.793
12.447;177.366;9.203;0.340
12.448;177.366;9.203;0.340
12.449;177.513;9.203;0.340
12.467;174.906;8.590;1.431
12.467;174.906;8.590;1.431
12.469;173.697;8.590;1.431
12.487;174.644;9.370;1.093
12.487;174.644;9.370;1.093
12.489;174.967;9.370;1.093
12.507;179.783;10.467;-0.993
12.508;179.783;10.467;-0.993
12.514;179.337;10.467;-0.993
12.530;179.679;9.038;-1.150
12.531;179.679;9.038;-1.150
12.531;-179.829;9.038;-1.150
12.547;175.649;8.478;0.678
12.547;175.649;8.478;0.678
12.549;176.238;8.478;0.678
12.568;178.384;10.234;-0.153
12.569;178.384;10.234;-0.153
12.570;178.877;10.234;-0.153
12.586;179.937;13.089;-0.589
12.587;179.937;13.089;-0.589
12.589;178.199;13.089;-0.589
12.606;177.410;13.730;-0.190
12.607;177.410;13.730;-0.190
12.611;178.055;13.730;-0.190
12.629;179.458;14.217;-0.843
12.629;179.458;14.217;-0.843
12.630;179.671;14.217;-0.843
12.647;179.058;14.821;-0.549
12.648;179.058;14.821;-0.549
12.649;178.757;14.821;-0.549
12.667;175.924;16.418;0.898
12.668;175.924;16.418;0.898
12.669;175.058;16.418;0.898
12.687;176.092;15.325;0.319
12.687;176.092;15.325;0.319
12.689;176.574;15.325;0.319
12.707;176.331;14.398;0.379
12.708;176.331;14.398;0.379
12.716;176.249;14.398;0.379
12.730;178.871;14.554;-0.819
12.730;178.871;14.554;-0.819
12.731;179.121;14.554;-0.819
12.747;179.804;15.147;-1.122
12.747;179.804;15.147;-1.122
12.749;179.598;15.147;-1.122
12.767;178.941;15.029;-0.822
12.768;178.941;15.029;-0.822
12.769;178.659;15.029;-0.822
12.787;178.440;14.833;-0.725
12.789;178.440;14.833;-0.725
12.790;178.387;14.833;-0.725
12.806;177.732;13.991;-0.462
12.807;177.732;13.991;-0.462
12.813;177.895;13.991;-0.462
12.831;179.964;13.747;-1.374
12.831;179.964;13.747;-1.374
12.832;-179.627;13.747;-1.374
12.847;179.873;14.049;-1.152
12.848;179.873;14.049;-1.152
12.849;179.828;14.049;-1.152
12.867;178.909;14.193;-0.737
12.868;178.909;14.193;-0.737
12.869;178.969;14.193;-0.737
12.887;-179.991;13.942;-1.211
12.887;-179.991;13.942;-1.211
12.889;-179.877;13.942;-1.211
12.907;179.958;13.678;-1.137
12.908;179.958;13.678;-1.137
12.913;179.723;13.678;-1.137
12.931;-178.147;13.548;-2.070
12.932;-178.147;13.548;-2.070
12.932;-178.117;13.548;-2.070
12.947;178.822;13.381;-0.752
12.947;178.822;13.381;-0.752
12.949;178.565;13.381;-0.752
12.966;178.632;13.052;-0.787
12.967;178.632;13.052;-0.787
12.969;178.620;13.052;-0.787
12.986;-179.219;14.164;-1.697
12.987;-179.219;14.164;-1.697
12.989;-179.206;14.164;-1.697
13.007;-177.568;15.815;-2.463
13.007;-177.568;15.815;-2.463
13.013;-177.788;15.815;-2.463
13.031;-178.275;16.283;-2.255
13.032;-178.275;16.283;-2.255
13.032;-178.269;16.283;-2.255
13.047;-179.971;16.703;-1.474
13.048;-179.971;16.703;-1.474
13.049;-179.971;16.703;-1.474
13.067;179.413;16.691;-1.189
13.067;179.413;16.691;-1.189
13.069;179.411;16.691;-1.189
13.087;-179.631;16.606;-1.631
13.087;-179.631;16.606;-1.631
13.089;-179.629;16.606;-1.631
13.106;-179.377;16.441;-1.745
13.107;-179.377;16.441;-1.745
13.113;-179.377;16.441;-1.745
13.131;-179.486;15.056;-1.684
13.132;-179.486;15.056;-1.684
13.132;-179.727;15.056;-1.684
13.148;179.562;14.491;-1.379
13.149;179.562;14.491;-1.379
13.149;179.568;14.491;-1.379
13.167;177.630;12.344;-0.639
13.168;177.630;12.344;-0.639
13.169;177.641;12.344;-0.639
13.187;176.808;9.784;-0.447
13.188;176.808;9.784;-0.447
13.189;176.819;9.784;-0.447
13.207;178.418;8.204;-1.051
13.207;178.418;8.204;-1.051
13.214;178.436;8.204;-1.051
13.231;-178.770;7.185;-1.948
13.231;-178.770;7.185;-1.948
13.232;-178.784;7.185;-1.948
13.248;179.133;7.006;-1.295
13.248;179.133;7.006;-1.295
13.249;179.135;7.006;-1.295
13.267;176.832;8.829;-0.469
13.268;176.832;8.829;-0.469
13.269;177.204;8.829;-0.469
13.286;178.909;7.127;-1.105
13.287;178.909;7.127;-1.105
13.289;179.091;7.127;-1.105
13.306;-179.235;5.891;-1.699
13.307;-179.235;5.891;-1.699
13.315;-178.599;5.891;-1.699
13.331;179.355;4.305;-0.916
13.331;179.355;4.305;-0.916
13.332;179.916;4.305;-0.916
13.348;172.533;3.171;2.101
13.349;172.533;3.171;2.101
13.349;174.002;3.171;2.101
13.367;164.400;-1.918;5.223
13.367;164.400;-1.918;5.223
13.369;165.749;-1.918;5.223
13.387;166.181;-9.854;3.006
13.387;166.181;-9.854;3.006
13.389;168.689;-9.854;3.006
13.407;168.400;-14.120;2.150
13.407;168.400;-14.120;2.150
13.409;169.953;-14.120;2.150
13.428;166.311;-18.251;2.051
13.429;166.311;-18.251;2.051
13.433;169.876;-18.251;2.051
13.449;175.743;-22.736;0.341
13.449;175.743;-22.736;0.341
13.450;174.731;-22.736;0.341
13.467;162.158;-21.424;3.141
13.467;162.158;-21.424;3.141
13.469;163.028;-21.424;3.141
13.487;-178.918;-18.023;-1.265
13.488;-178.918;-18.023;-1.265
13.489;-178.212;-18.023;-1.265
13.507;178.884;-15.513;-0.266
13.507;178.884;-15.513;-0.266
13.509;177.546;-15.513;-0.266
13.527;178.519;-13.999;-0.634
13.528;178.519;-13.999;-0.634
13.529;179.585;-13.999;-0.634
13.547;177.822;-14.833;0.216
13.547;177.822;-14.833;0.216
13.549;176.978;-14.833;0.216
13.567;174.307;-17.180;1.353
13.567;174.307;-17.180;1.353
13.569;174.692;-17.180;1.353
13.587;174.834;-24.476;0.470
13.588;174.834;-24.476;0.470
13.589;174.839;-24.476;0.470
13.606;176.158;-31.658;-0.653
13.607;176.158;-31.658;-0.653
13.609;177.608;-31.658;-0.653
13.628;168.939;-33.514;1.035
13.629;168.939;-33.514;1.035
13.629;171.763;-33.514;1.035
13.648;159.210;-35.996;3.063
13.649;159.210;-35.996;3.063
13.649;160.305;-35.996;3.063
13.667;130.443;-42.909;1.742
13.667;130.443;-42.909;1.742
13.669;146.585;-42.909;1.742
13.687;166.457;-44.723;-0.616
13.687;166.457;-44.723;-0.616
13.689;-176.861;-44.723;-0.616
13.707;-179.840;-40.737;-0.471
13.707;-179.840;-40.737;-0.471
13.709;179.848;-40.737;-0.471
13.729;162.432;-41.281;2.217
13.730;162.432;-41.281;2.217
13.730;165.474;-41.281;2.217
13.750;109.362;-46.505;6.714
13.750;109.362;-46.505;6.714
13.750;111.834;-46.505;6.714
13.767;172.461;-41.861;0.988
13.768;172.461;-41.861;0.988
13.769;169.663;-41.861;0.988
13.788;-161.920;-38.276;-5.971
13.789;-161.920;-38.276;-5.971
13.789;-163.242;-38.276;-5.971
13.807;-168.009;-42.332;-3.147
13.807;-168.009;-42.332;-3.147
13.809;-168.590;-42.332;-3.147
13.827;140.883;-45.534;3.729
13.828;140.883;-45.534;3.729
13.834;136.020;-45.534;3.729
13.848;141.646;-46.058;2.242
13.848;141.646;-46.058;2.242
13.849;139.840;-46.058;2.242
13.867;154.490;-44.386;1.795
13.867;154.490;-44.386;1.795
13.869;156.022;-44.386;1.795
13.887;148.153;-42.335;4.902
13.887;148.153;-42.335;4.902
13.889;150.386;-42.335;4.902
13.907;160.308;-42.743;2.673
13.907;160.308;-42.743;2.673
13.909;157.720;-42.743;2.673
13.927;-175.830;-39.229;-1.278
13.927;-175.830;-39.229;-1.278
13.933;179.688;-39.229;-1.278
13.949;171.620;-35.811;1.380
13.950;171.620;-35.811;1.380
13.950;173.218;-35.811;1.380
13.968;161.292;-37.247;4.543
13.968;161.292;-37.247;4.543
13.969;159.405;-37.247;4.543
13.987;155.236;-40.426;3.605
13.988;155.236;-40.426;3.605
13.989;154.338;-40.426;3.605
14.007;172.711;-39.649;0.479
14.007;172.711;-39.649;0.479
14.009;172.936;-39.649;0.479
14.027;172.188;-36.488;1.231
14.027;172.188;-36.488;1.231
14.032;171.193;-36.488;1.231
14.048;167.158;-34.549;2.845
14.049;167.158;-34.549;2.845
14.049;165.968;-34.549;2.845
14.067;155.455;-37.217;4.256
14.068;155.455;-37.217;4.256
14.069;156.848;-37.217;4.256
14.087;177.682;-31.228;0.009
14.088;177.682;-31.228;0.009
14.089;177.817;-31.228;0.009
14.107;177.903;-23.649;0.355
14.108;177.903;-23.649;0.355
14.109;177.976;-23.649;0.355
14.127;-175.676;-24.355;-3.156
14.127;-175.676;-24.355;-3.156
14.133;-175.927;-24.355;-3.156
14.150;175.636;-25.362;1.420
14.150;175.636;-25.362;1.420
14.151;175.385;-25.362;1.420
14.167;-176.545;-27.771;-2.511
14.167;-176.545;-27.771;-2.511
14.169;-176.614;-27.771;-2.511
14.187;-179.638;-18.955;-1.283
14.187;-179.638;-18.955;-1.283
14.189;-179.796;-18.955;-1.283
14.207;178.005;-9.531;0.386
14.207;178.005;-9.531;0.386
14.209;177.362;-9.531;0.386
14.227;175.897;-11.932;1.251
14.228;175.897;-11.932;1.251
14.233;175.040;-11.932;1.251
14.250;169.740;-22.446;2.293
14.250;169.740;-22.446;2.293
14.250;168.488;-22.446;2.293
14.268;-174.616;-12.248;-4.616
14.268;-174.616;-12.248;-4.616
14.269;-173.605;-12.248;-4.616
14.287;-177.331;-3.422;-3.181
14.288;-177.331;-3.422;-3.181
14.289;-177.474;-3.422;-3.181
14.307;175.636;0.443;1.417
14.307;175.636;0.443;1.417
14.309;175.577;0.443;1.417
14.327;175.376;1.403;1.629
14.328;175.376;1.403;1.629
14.332;175.808;1.403;1.629
14.349;174.813;1.631;2.303
14.350;174.813;1.631;2.303
14.350;174.794;1.631;2.303
14.366;-175.791;-2.332;-3.357
14.367;-175.791;-2.332;-3.357
14.369;-174.089;-2.332;-3.357
14.387;-176.542;-0.352;-2.175
14.388;-176.542;-0.352;-2.175
14.389;-177.610;-0.352;-2.175
14.407;173.033;2.372;3.532
14.407;173.033;2.372;3.532
14.409;173.799;2.372;3.532
14.428;172.615;2.832;4.293
14.428;172.615;2.832;4.293
14.429;172.400;2.832;4.293
14.447;172.955;-0.265;3.578
14.447;172.955;-0.265;3.578
14.449;172.622;-0.265;3.578
14.467;171.503;-9.941;2.660
14.468;171.503;-9.941;2.660
14.469;171.771;-9.941;2.660
14.487;-175.029;-14.887;-1.194
14.487;-175.029;-14.887;-1.194
14.489;-175.065;-14.887;-1.194
14.507;-175.065;-14.844;-1.198
14.507;-175.065;-14.844;-1.198
14.509;-174.589;-14.844;-1.198
14.527;168.286;-10.414;3.779
14.528;168.286;-10.414;3.779
14.533;165.983;-10.414;3.779
14.549;170.683;-3.985;3.486
14.550;170.683;-3.985;3.486
14.550;170.232;-3.985;3.486
14.567;174.684;1.328;2.257
14.568;174.684;1.328;2.257
14.569;174.541;1.328;2.257
14.587;-177.180;4.791;-1.684
14.587;-177.180;4.791;-1.684
14.589;-178.046;4.791;-1.684
14.607;-179.342;6.463;-1.064
14.607;-179.342;6.463;-1.064
14.609;-178.965;6.463;-1.064
14.627;179.681;8.518;-0.369
14.628;179.681;8.518;-0.369
14.633;179.327;8.518;-0.369
14.649;177.260;10.180;0.772
14.649;177.260;10.180;0.772
14.649;176.550;10.180;0.772
14.667;-177.063;9.332;-2.586
14.667;-177.063;9.332;-2.586
14.669;-176.438;9.332;-2.586
14.687;-174.744;9.123;-3.441
14.687;-174.744;9.123;-3.441
14.689;-175.420;9.123;-3.441
14.707;-175.431;8.116;-3.360
14.707;-175.431;8.116;-3.360
14.709;-174.638;8.116;-3.360
14.726;-178.621;8.052;-1.488
14.727;-178.621;8.052;-1.488
14.733;-178.370;8.052;-1.488
14.750;-179.821;7.380;-0.831
14.750;-179.821;7.380;-0.831
14.751;179.817;7.380;-0.831
14.767;-178.648;9.459;-1.518
14.768;-178.648;9.459;-1.518
14.769;-178.818;9.459;-1.518
14.787;-178.899;8.876;-1.470
14.787;-178.899;8.876;-1.470
14.789;-178.116;8.876;-1.470
14.807;176.004;8.573;1.037
14.807;176.004;8.573;1.037
14.809;175.848;8.573;1.037
14.827;179.192;9.684;-0.368
14.827;179.192;9.684;-0.368
14.833;179.060;9.684;-0.368
14.849;176.785;12.532;0.773
14.850;176.785;12.532;0.773
14.850;176.812;12.532;0.773
14.867;178.940;13.070;-0.220
14.867;178.940;13.070;-0.220
14.869;178.831;13.070;-0.220
14.887;178.284;12.498;0.021
14.887;178.284;12.498;0.021
14.889;177.636;12.498;0.021
14.906;178.838;11.968;-0.547
14.907;178.838;11.968;-0.547
14.909;179.265;11.968;-0.547
14.928;176.709;11.688;0.577
14.928;176.709;11.688;0.577
14.936;176.854;11.688;0.577
14.949;179.424;11.222;-0.570
14.950;179.424;11.222;-0.570
14.950;178.888;11.222;-0.570
14.967;179.282;10.904;-0.746
14.967;179.282;10.904;-0.746
14.969;178.556;10.904;-0.746
14.986;179.032;11.453;-0.942
14.986;179.032;11.453;-0.942
14.988;-179.546;11.453;-0.942
15.006;-178.439;13.367;-1.456
15.007;-178.439;13.367;-1.456
15.008;-179.061;13.367;-1.456
15.026;177.199;13.743;0.270
15.027;177.199;13.743;0.270
15.031;177.464;13.743;0.270
15.050;178.804;15.068;-0.323
15.050;178.804;15.068;-0.323
15.051;178.435;15.068;-0.323
15.067;179.281;15.265;-0.727
15.068;179.281;15.265;-0.727
15.069;179.353;15.265;-0.727
15.087;-179.655;16.181;-1.206
15.088;-179.655;16.181;-1.206
15.089;-179.932;16.181;-1.206
15.107;-179.872;15.340;-1.234
15.107;-179.872;15.340;-1.234
15.109;-179.677;15.340;-1.234
15.127;176.409;13.554;0.536
15.127;176.409;13.554;0.536
15.133;176.449;13.554;0.536
15.149;178.283;12.774;-0.323
15.150;178.283;12.774;-0.323
15.150;178.390;12.774;-0.323
15.167;177.915;13.756;-0.078
15.168;177.915;13.756;-0.078
15.169;178.126;13.756;-0.078
15.186;178.031;14.170;-0.021
15.187;178.031;14.170;-0.021
15.189;177.784;14.170;-0.021
15.207;176.778;14.210;0.447
15.207;176.778;14.210;0.447
15.209;176.743;14.210;0.447
15.227;178.765;12.796;-0.508
15.228;178.765;12.796;-0.508
15.233;178.506;12.796;-0.508
15.251;178.264;13.195;-0.393
15.251;178.264;13.195;-0.393
15.252;178.250;13.195;-0.393
15.267;-178.066;14.918;-2.040
15.268;-178.066;14.918;-2.040
15.269;-178.045;14.918;-2.040
15.287;178.678;15.214;-0.538
15.288;178.678;15.214;-0.538
15.289;178.667;15.214;-0.538
15.307;-179.700;15.792;-1.288
15.307;-179.700;15.792;-1.288
15.309;-179.698;15.792;-1.288
15.327;179.510;18.081;-0.903
15.327;179.510;18.081;-0.903
15.333;179.509;18.081;-0.903
15.352;178.815;19.386;-0.534
15.353;178.815;19.386;-0.534
15.353;178.811;19.386;-0.534
15.367;-177.800;17.753;-2.227
15.367;-177.800;17.753;-2.227
15.369;-177.792;17.753;-2.227
15.387;-179.860;15.322;-1.211
15.387;-179.860;15.322;-1.211
15.389;-179.860;15.322;-1.211
15.407;-178.577;13.933;-1.757
15.407;-178.577;13.933;-1.757
15.409;-178.577;13.933;-1.757
15.427;178.839;12.444;-0.679
15.427;178.839;12.444;-0.679
15.434;178.848;12.444;-0.679
15.451;175.754;11.658;0.524
15.452;175.754;11.658;0.524
15.454;176.036;11.658;0.524
15.467;-175.536;10.994;-2.757
15.468;-175.536;10.994;-2.757
15.469;-175.565;10.994;-2.757
15.487;174.390;7.529;0.801
15.487;174.390;7.529;0.801
15.489;174.451;7.529;0.801
15.507;174.486;8.172;0.849
15.507;174.486;8.172;0.849
15.509;174.543;8.172;0.849
15.527;175.840;9.854;0.514
15.527;175.840;9.854;0.514
15.534;175.878;9.854;0.514
15.550;178.770;8.920;-0.601
15.551;178.770;8.920;-0.601
15.551;179.069;8.920;-0.601
15.568;-179.232;6.891;-1.201
15.568;-179.232;6.891;-1.201
15.569;-178.876;6.891;-1.201
15.587;177.111;5.879;0.229
15.587;177.111;5.879;0.229
15.589;177.800;5.879;0.229
15.607;172.895;7.570;2.370
15.607;172.895;7.570;2.370
15.609;174.344;7.570;2.370
15.627;169.722;4.079;3.955
15.627;169.722;4.079;3.955
15.633;171.474;4.079;3.955
15.651;165.340;-5.748;4.270
15.652;165.340;-5.748;4.270
15.652;167.005;-5.748;4.270
15.667;159.122;-12.301;4.445
15.668;159.122;-12.301;4.445
15.669;164.319;-12.301;4.445
15.687;156.958;-20.359;2.780
15.687;156.958;-20.359;2.780
15.689;164.480;-20.359;2.780
15.707;170.442;-20.603;1.962
15.707;170.442;-20.603;1.962
15.709;171.166;-20.603;1.962
15.727;-172.416;-19.364;-0.773
15.727;-172.416;-19.364;-0.773
15.734;-174.585;-19.364;-0.773
15.752;173.842;-15.854;2.138
15.752;173.842;-15.854;2.138
15.753;174.813;-15.854;2.138
15.769;179.912;-14.618;0.473
15.769;179.912;-14.618;0.473
15.770;179.440;-14.618;0.473
15.787;-177.944;-13.067;-0.655
15.788;-177.944;-13.067;-0.655
15.789;-179.308;-13.067;-0.655
15.807;174.425;-12.563;2.409
15.807;174.425;-12.563;2.409
15.809;175.744;-12.563;2.409
15.827;179.513;-15.936;0.317
15.827;179.513;-15.936;0.317
15.834;178.765;-15.936;0.317
15.851;179.606;-22.702;-0.191
15.852;179.606;-22.702;-0.191
15.853;-179.993;-22.702;-0.191
15.867;173.506;-30.198;1.502
15.868;173.506;-30.198;1.502
15.869;173.538;-30.198;1.502
15.887;178.761;-37.171;-0.316
15.887;178.761;-37.171;-0.316
15.889;177.781;-37.171;-0.316
15.907;158.220;-38.996;1.891
15.907;158.220;-38.996;1.891
15.909;166.158;-38.996;1.891
15.927;141.503;-41.503;4.321
15.927;141.503;-41.503;4.321
15.929;143.769;-41.503;4.321
15.949;151.729;-39.585;4.471
15.950;151.729;-39.585;4.471
15.950;156.885;-39.585;4.471
15.969;153.993;-40.204;4.768
15.969;153.993;-40.204;4.768
15.969;152.705;-40.204;4.768
15.987;-178.341;-41.126;-1.678
15.988;-178.341;-41.126;-1.678
15.989;-176.376;-41.126;-1.678
16.006;170.991;-43.139;0.432
16.007;170.991;-43.139;0.432
16.009;174.193;-43.139;0.432
16.026;-170.864;-43.700;-1.755
16.027;-170.864;-43.700;-1.755
16.029;-172.940;-43.700;-1.755
16.048;-177.322;-43.667;-1.099
16.049;-177.322;-43.667;-1.099
16.049;179.286;-43.667;-1.099
16.069;161.840;-46.009;0.577
16.069;161.840;-46.009;0.577
16.069;165.407;-46.009;0.577
16.087;157.112;-44.136;2.893
16.088;157.112;-44.136;2.893
16.089;158.248;-44.136;2.893
16.107;130.193;-47.820;3.318
16.108;130.193;-47.820;3.318
16.109;128.448;-47.820;3.318
16.126;173.617;-46.047;0.487
16.127;173.617;-46.047;0.487
16.129;170.904;-46.047;0.487
16.149;176.451;-43.418;0.298
16.149;176.451;-43.418;0.298
16.149;173.377;-43.418;0.298
16.168;158.177;-42.431;3.701
16.169;158.177;-42.431;3.701
16.169;159.654;-42.431;3.701
16.187;162.610;-41.883;3.309
16.187;162.610;-41.883;3.309
16.189;161.448;-41.883;3.309
16.207;176.014;-42.931;0.313
16.207;176.014;-42.931;0.313
16.209;177.903;-42.931;0.313
16.227;154.138;-44.767;2.811
16.227;154.138;-44.767;2.811
16.229;154.310;-44.767;2.811
16.249;116.892;-47.210;4.793
16.250;116.892;-47.210;4.793
16.250;101.669;-47.210;4.793
16.269;144.970;-42.886;5.143
16.269;144.970;-42.886;5.143
16.270;143.474;-42.886;5.143
16.287;169.427;-31.439;4.618
16.288;169.427;-31.439;4.618
16.289;167.624;-31.439;4.618
16.307;174.686;-34.053;1.519
16.307;174.686;-34.053;1.519
16.309;174.938;-34.053;1.519
16.326;174.283;-36.547;1.364
16.327;174.283;-36.547;1.364
16.329;173.712;-36.547;1.364
16.349;179.145;-33.541;0.091
16.350;179.145;-33.541;0.091
16.350;179.335;-33.541;0.091
16.369;178.752;-26.292;0.492
16.369;178.752;-26.292;0.492
16.370;178.586;-26.292;0.492
16.387;171.070;-24.710;4.705
16.388;171.070;-24.710;4.705
16.389;171.265;-24.710;4.705
16.407;169.576;-27.670;4.936
16.407;169.576;-27.670;4.936
16.409;169.727;-27.670;4.936
16.427;174.209;-31.296;2.102
16.427;174.209;-31.296;2.102
16.429;173.994;-31.296;2.102
16.449;-177.775;-24.811;-1.431
16.450;-177.775;-24.811;-1.431
16.450;-176.938;-24.811;-1.431
16.470;-179.705;-11.647;-0.202
16.470;-179.705;-11.647;-0.202
16.470;-179.167;-11.647;-0.202
16.487;177.634;-14.104;1.835
16.487;177.634;-14.104;1.835
16.489;177.124;-14.104;1.835
16.507;166.592;-22.626;5.543
16.508;166.592;-22.626;5.543
16.509;164.870;-22.626;5.543
16.527;173.525;-21.266;2.746
16.527;173.525;-21.266;2.746
16.529;172.629;-21.266;2.746
16.547;-176.870;-10.151;-1.079
16.548;-176.870;-10.151;-1.079
16.553;-176.932;-10.151;-1.079
16.568;177.704;-0.510;1.787
16.569;177.704;-0.510;1.787
16.569;178.239;-0.510;1.787
16.587;174.081;8.566;5.092
16.588;174.081;8.566;5.092
16.589;174.273;8.566;5.092
16.607;169.693;16.035;9.516
16.608;169.693;16.035;9.516
16.609;169.828;16.035;9.516
16.627;-177.401;20.132;-0.636
16.627;-177.401;20.132;-0.636
16.629;-177.174;20.132;-0.636
16.647;-172.612;13.373;-3.656
16.648;-172.612;13.373;-3.656
16.653;-172.201;13.373;-3.656
16.669;-169.122;4.320;-4.362
16.670;-169.122;4.320;-4.362
16.670;-167.359;4.320;-4.362
16.688;176.366;-4.559;4.015
16.689;176.366;-4.559;4.015
16.689;175.519;-4.559;4.015
16.708;157.520;-3.867;11.912
16.708;157.520;-3.867;11.912
16.709;156.629;-3.867;11.912
16.727;164.445;1.696;10.041
16.727;164.445;1.696;10.041
16.729;164.210;1.696;10.041
16.752;174.236;6.730;5.802
16.752;174.236;6.730;5.802
16.753;173.675;6.730;5.802
16.769;-179.323;8.270;2.130
16.769;-179.323;8.270;2.130
16.769;-179.418;8.270;2.130
16.786;-179.320;9.372;2.067
16.787;-179.320;9.372;2.067
16.788;-179.974;9.372;2.067
16.806;-179.532;9.769;1.835
16.806;-179.532;9.769;1.835
16.808;179.430;9.769;1.835
16.826;-178.985;8.977;1.023
16.827;-178.985;8.977;1.023
16.828;-179.769;8.977;1.023
16.846;179.289;7.122;1.472
16.846;179.289;7.122;1.472
16.850;179.360;7.122;1.472
16.870;177.617;6.155;2.216
16.870;177.617;6.155;2.216
16.871;178.132;6.155;2.216
16.887;179.267;6.837;1.761
16.888;179.267;6.837;1.761
16.889;177.625;6.837;1.761
16.907;179.604;8.195;0.915
16.908;179.604;8.195;0.915
16.909;179.441;8.195;0.915
16.927;179.403;9.626;0.945
16.928;179.403;9.626;0.945
16.929;179.000;9.626;0.945
16.947;179.780;9.531;0.602
16.947;179.780;9.531;0.602
16.952;-179.550;9.531;0.602
16.968;-177.925;10.027;-0.125
16.969;-177.925;10.027;-0.125
16.969;-179.017;10.027;-0.125
16.988;-177.171;10.168;-0.951
16.988;-177.171;10.168;-0.951
16.989;-177.308;10.168;-0.951
17.007;-179.205;10.691;-0.147
17.007;-179.205;10.691;-0.147
17.009;-178.058;10.691;-0.147
17.026;177.811;10.668;1.619
17.027;177.811;10.668;1.619
17.029;177.510;10.668;1.619
17.047;177.562;11.059;1.612
17.047;177.562;11.059;1.612
17.051;177.573;11.059;1.612
17.069;-179.640;11.477;0.413
17.069;-179.640;11.477;0.413
17.069;179.865;11.477;0.413
17.086;-178.434;10.406;-0.319
17.087;-178.434;10.406;-0.319
17.089;-179.041;10.406;-0.319
17.106;177.124;10.248;1.275
17.107;177.124;10.248;1.275
17.109;177.704;10.248;1.275
17.126;175.733;11.127;2.173
17.127;175.733;11.127;2.173
17.128;176.042;11.127;2.173
17.147;177.475;11.913;1.587
17.148;177.475;11.913;1.587
17.153;177.056;11.913;1.587
17.169;-178.842;11.733;-0.225
17.170;-178.842;11.733;-0.225
17.170;-178.604;11.733;-0.225
17.187;-179.110;13.263;-0.028
17.188;-179.110;13.263;-0.028
17.189;-179.045;13.263;-0.028
17.207;-178.974;15.387;-0.095
17.207;-178.974;15.387;-0.095
17.209;-179.468;15.387;-0.095
17.227;-178.463;16.757;-0.625
17.227;-178.463;16.757;-0.625
17.229;-178.071;16.757;-0.625
17.247;-177.715;15.761;-0.771
17.247;-177.715;15.761;-0.771
17.253;-178.012;15.761;-0.771
17.270;-178.718;14.042;-0.391
17.270;-178.718;14.042;-0.391
17.271;-178.856;14.042;-0.391
17.287;-178.733;13.650;-0.439
17.288;-178.733;13.650;-0.439
17.289;-178.086;13.650;-0.439
17.307;-174.306;13.370;-2.148
17.307;-174.306;13.370;-2.148
17.309;-174.568;13.370;-2.148
17.327;178.103;12.792;1.191
17.327;178.103;12.792;1.191
17.329;178.206;12.792;1.191
17.347;-177.027;12.687;-0.943
17.348;-177.027;12.687;-0.943
17.349;-177.164;12.687;-0.943
17.368;-178.234;13.692;-0.496
17.368;-178.234;13.692;-0.496
17.369;-178.675;13.692;-0.496
17.387;-177.802;14.155;-0.909
17.388;-177.802;14.155;-0.909
17.389;-177.776;14.155;-0.909
17.407;-178.523;14.037;-0.566
17.408;-178.523;14.037;-0.566
17.409;-178.743;14.037;-0.566
17.426;-176.508;14.021;-1.572
17.427;-176.508;14.021;-1.572
17.429;-176.467;14.021;-1.572
17.447;-178.901;14.286;-0.493
17.448;-178.901;14.286;-0.493
17.453;-178.892;14.286;-0.493
17.469;-175.943;14.441;-1.817
17.470;-175.943;14.441;-1.817
17.470;-176.161;14.441;-1.817
17.487;-176.358;14.605;-1.739
17.488;-176.358;14.605;-1.739
17.489;-176.326;14.605;-1.739
17.507;-178.196;14.134;-0.892
17.507;-178.196;14.134;-0.892
17.509;-178.191;14.134;-0.892
17.527;-176.369;14.155;-1.688
17.528;-176.369;14.155;-1.688
17.529;-176.351;14.155;-1.688
17.546;-179.389;14.027;-0.368
17.547;-179.389;14.027;-0.368
17.553;-179.629;14.027;-0.368
17.570;-179.312;14.109;-0.505
17.571;-179.312;14.109;-0.505
17.571;-179.312;14.109;-0.505
17.587;-178.398;13.421;-0.881
17.588;-178.398;13.421;-0.881
17.589;-178.401;13.421;-0.881
17.607;-179.662;13.619;-0.352
17.607;-179.662;13.619;-0.352
17.609;-179.908;13.619;-0.352
17.627;176.873;14.110;1.036
17.627;176.873;14.110;1.036
17.629;176.886;14.110;1.036
17.647;179.426;13.636;-0.069
17.648;179.426;13.636;-0.069
17.653;179.429;13.636;-0.069
17.670;-177.056;12.658;-1.524
17.670;-177.056;12.658;-1.524
17.670;-177.321;12.658;-1.524
